pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,position
-3.0942538540160522,0.31307804581011434,2.4424255882748107,-3.5840780340397154,2.8969290433805748,2.1543724749681563,-0.33185601917190116,-0.5882200691511296,1.9210963728964723,-4.0157321024552886,0.5245140168455297,-0.039481853946563554,-0.8590326193298544,-2.164864992523154,-1.9579734131473978,9
5.8600781705431535,1.1436256694709797,5.7542994401125585,-2.0435185339555004,-2.372503236470041,-0.5241355759676658,-1.5265518309694515,0.0214545117847266,0.4869517958359087,-0.3604032272433473,-0.5836898943391712,-0.05206472405529281,0.4677653898620605,1.1238454771538682,0.6753288512830556,4
-0.6421535491257283,5.898731822886141,1.845798709842747,-6.448966787326488,-1.636696596592102,-1.3137528726133467,0.7015434040113268,0.0474296387032853,0.29783381822738614,-0.21376289859335484,-0.03866682099876612,-0.30786071289412603,0.05798413935059046,0.7913359144307501,0.29671966103156444,1
-0.40439243370486816,-5.218061502867436,-4.450251205521332,-3.3755936757411114,-1.0995755009484909,-1.3840884361305066,2.5132032806232516,0.4600897361019136,-0.07218137806176665,-0.130208877836936,0.19864873496886032,-0.16411505284704392,-1.1516462957406555,0.4588200631761409,-0.1543931708127737,0
-6.62579165590997,-1.901730146718492,5.571008373044985,0.69825020530986,0.19849687289754947,-1.6348504286687382,-0.9471260528756396,1.0633155819962892,-1.2051257253180458,1.2098450616918432,2.172546569359744,2.1248466102038686,0.612657232072777,-0.11779298766992247,0.39192616211587056,7
-5.514341880020055,2.79178848434208,-6.401557424675921,-0.48011626241678834,-1.1208760562369184,-0.210489033720233,-1.4284998681128223,-0.6971583928310793,0.19593666778876626,0.4641168244462861,-1.2782972796208694,-0.021853303478978285,0.24022544860910738,-0.39289243950073727,1.3524818711215683,9
4.324296590986983,3.6022229945690944,1.6193500096961095,5.413160276266495,-0.33994040480501836,0.1523672446090007,2.1235685341138257,-0.6960397148720944,0.6224843270679845,1.8011686798468785,-1.0926054782504024,-0.3779786774608522,-0.19139921473563207,-0.5968655702806968,0.35757457109875423,8
5.102231952030834,0.5217754410384718,1.2019461621513634,3.186785760012628,3.45057703489265,0.12451090174772164,-2.138488769745477,2.0911272095329765,0.034815588783184644,0.6658264638324624,-2.0026635565966564,3.381203445418124,1.5718477464566174,-0.7363683538297784,0.20480084189014844,6
-5.748728941583448,2.34097802833448,5.22096075958315,-0.03497820559883717,0.1534010368023515,-2.0958680774822733,-0.9672043035197714,0.2664038515322705,0.15186673741683313,0.31006831055770673,-0.36318418775225364,-0.6462561865145774,-0.46030300296111404,-0.06192965667900949,-0.6315772134329335,8
1.2343910391359496,-5.0041763757378215,3.497679528938794,5.260828308115435,-1.6683309112644955,-0.308500474078788,-0.9323640093108799,-0.5400779430609329,0.44016272932625533,-0.6808787635285604,0.1085251970891278,-0.06043535414725033,-0.424643993832861,-0.5289515758571259,-0.36293011204693326,0
