,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
0,5.035987661326792,-2.3497793272790832,4.846667678611092,-2.4521791951786946,-1.0092346657220483,-0.37433896644106546,-1.1909121275912011,-0.9152662069453169,-1.0397573363900965,-0.6673158940055104,-1.2877276801250228,1.236270166551166,-0.13426373224113397,-1.230959817185639,0.2909390333655204,0.04318649546969368,-0.1358609747980542,-0.6001023018691958,0.25547990145566696,0.23908414347158416,0.5677735753222146,-0.458114425185664,0.6682833234782372,0.16772705542134014,0.07078423423139783,0.23456039540173962,0.24023151808557533,-0.17000280642743543,0.1395687928488721,-0.15909765811974141,-0.4120700701222736,-0.8572241255650388,0.3347426300509135,-0.10856980240459528,-0.0016492768648920172,-0.3232327993313519,0.18835646919779236,-0.16881237420926468,0.21797126801927474,-0.08817318832412385,-0.03245609369637843,0.1978325605112707,-0.31337676154316363,-0.5440292971115009,0.10333439410445831,-0.05902935627970099,-0.45861032839261745,-0.0458493047950156
1,-3.7090672504664726,0.16883655323084212,1.8843058459589779,-0.4131147577689368,-0.5837809543788199,0.6164584752945121,0.32968545794565113,0.5794018109779866,-0.6656157296919147,0.4425682008453848,0.354080054898902,1.4659948175212976,-0.29243725661479797,-0.10629487652037395,-0.3139489692981934,0.31077312905335774,0.556991182083802,0.45117266105989684,0.2683912953527263,0.24032293708545915,-0.07930263488852766,0.36565052800244235,0.2964343105720326,-0.15491576115814587,-0.000838581889821749,-0.25407212025847326,0.20856675981838718,0.0002650395146894056,-0.01878442570500914,0.181722138615285,-0.11293583861645567,0.09983574558630405,-0.3882262807529861,0.11663564522211098,-0.26646911928294215,-0.26278587614192983,0.4342801869285534,0.07926024871846513,-0.04196299319581752,0.2343591667612206,0.151668236374914,-0.22605669892631472,0.07028210608224643,0.10522656991121036,0.10397927699910757,0.38719650740917066,0.26381428562186976,-0.39005893681215564
2,5.829453818097149,-0.42710748623467876,9.846732662494713,0.3386349464843502,-1.373642578141994,0.10275834747834955,2.0572443893093078,0.6258019668323889,0.4925997058056289,0.6022609228436551,2.617458853283092,-1.5119175824828675,-0.10509863067139459,-0.4269729502471238,0.5448252499010107,0.24229255502051675,-0.5237822495934847,1.0867745240379285,-0.5867225923209125,0.1279768532919398,-0.25531564899456943,-0.9358154251990121,-0.7130689193925815,-1.289361556217365,-0.30095970198419364,-0.30033017601444884,-0.12537753300109453,-0.11550563469267926,-0.11609022866893497,0.429614805384746,-0.14474334347364357,0.2503303941640413,0.1612083979577249,-0.24537035249253325,0.32136125293113,0.13092012306203135,0.5256278995023893,0.09280370829068996,-0.06760806054003002,0.2098977950803454,-0.07038506841053802,-0.22576925019551478,-0.2156357139123788,-0.08033591889950169,0.03804327155910323,-0.7541737592317425,0.36575373574796444,-0.2568999619846293
3,3.5464057836290657,4.010985024890084,6.619701470938607,2.1986623391198235,1.6810442655084885,-3.588592751716189,0.18821965498278936,-2.3961825819060527,-1.1990158651753788,-2.013243462238383,0.7155596330374554,-0.06052685236105809,0.17029463164477024,1.036618861536408,0.01083154697229366,0.07528889202545883,0.7331127055563942,-0.6102505894024,-0.1277312306836526,0.7788420259323042,0.22696221274592782,0.22222197434751306,-0.28633994074597574,0.558663663217795,0.535155234750735,-0.0018613351112024004,-0.9885030241705733,0.17788830023893676,0.5397536061135816,0.3075118862959396,0.8049321165817401,0.11209389666923884,0.19183189969830577,-0.3054204503047842,0.5401234499267765,1.1508087472802548,0.21366394913906375,-0.6689971555528109,0.48625028969155915,-0.053900196203689806,0.08398802204096276,0.45569122466644274,-0.4289899300100633,-0.15736136708822607,-0.723247659104422,-0.5976454624491214,-0.8292788416633988,0.24872737911732654
4,-2.496706795117159,-0.09019927782894055,-1.4940382958669849,1.2705776884185587,-0.17171925998317905,-0.9096011213489328,-0.5612689828659001,-0.673955757860186,2.0077273821206223,0.07507119942598055,-0.7536616822366368,-0.17525499640698197,0.213465600771146,0.08793497107069517,-0.5846268817535837,-0.02891026817115355,0.8363574766050265,0.1516420286401498,-0.11912196995370408,-0.3123598273341307,0.17917713668046428,0.15199217894663952,-0.025466062551583287,0.2676804495891564,-0.49667143222990334,-0.23613206214088645,-0.17046369702194694,-0.20137842920858218,0.2901847256736916,0.09583528582679057,0.12573484628430454,-0.6365557325130197,0.35460117226458626,-0.3653544378042517,-0.5681503702956271,0.0626851466382038,0.18491094506519704,0.03822882236245664,0.2942361127269584,0.25357462222508725,-0.3207356126659929,-0.32970983637892015,0.4980673940827595,0.040996600697642535,0.015919909029883876,0.0247775768310802,-0.04005314888426016,-0.48686121571529634
5,-1.1886575953599872,-9.760420440775023,1.2825518808102165,-2.6822711086121798,2.842874031690481,0.35681310767612795,0.202474150891431,-0.3574360892757287,1.7973100022899986,1.1028802820806893,0.5217273956377434,-0.3905699009048284,1.0809320460454614,0.8888785539538535,-0.9828357353928354,0.3071258834606385,0.1625341690111468,1.207827060775513,0.22868941352495825,-0.016148661545261705,-0.7931737568909603,1.4935604922303196,-0.48422577572320835,-0.12553394177878124,-0.34396782103912,-0.41907326727229594,-0.03737275432794003,0.5365551935224286,-0.6269479280031858,-0.11205226717801584,-0.3013555664567355,-0.4741277686879679,-0.06627177216372916,-0.4170041356546908,0.3630302283835126,-0.382185617033255,-0.11878552486492074,-0.009378933110142717,-0.29033036353612407,0.01988568495222935,0.1969118399674362,0.2697432351763643,-0.6657188919723519,-0.18649254442278268,-0.07469748846928714,-0.750398890609962,0.17480579180880773,-0.15832811340209396
6,2.273330850037294,1.6222653671508636,3.2205593016337404,-0.3771789017381504,0.11649869654815287,0.971876543684135,-0.28333868217092256,-0.9432700761015776,0.19295581304594372,2.0628506278990155,-0.6551619254672492,-0.44974164608557243,0.0063590038341887825,-0.014560227002214168,0.2180506180622598,-0.06244645551383454,0.02475564992192652,0.34627378185054586,-0.1251874623791157,0.12751454138357143,-0.09577963672220913,0.5488564911249245,-0.03893083680333606,0.2908365345898014,0.09356926590081492,-0.07539016543765568,0.18060089567980397,-0.3360770651219391,0.29332943809916107,0.10045958463841673,-0.7718629382648643,0.46211490347012124,-0.6759842134597703,-0.3687229470454671,0.17672032833436413,-0.026015575628257775,-0.4477290632197232,-0.2025757354663569,0.360973220382804,0.27922028742250643,0.11440619007139391,-0.11058471986255264,-0.10184540292538159,-0.11258049077121368,-0.29099365844963615,-0.2093551572807527,0.11962535223996913,0.2155228947267298
7,-1.5909213278416179,0.22468191850788588,0.9407653420150281,2.2104891035173,0.5359365832910377,1.5837376262704654,-0.2185217480580805,1.025705984723716,0.06595775057503073,0.18248135094330858,0.3750610043890095,0.32455851633049304,0.16099713139984798,-0.3752221632271102,0.496863431650858,0.24566214882943702,-0.04685613299550294,0.010588763808785956,0.08148549251843318,0.022764708439213126,0.261094336601536,0.003032579453687359,-0.11993375377990399,0.07154644556402838,-0.04711279232823756,-0.13897904122714072,0.045462494892781785,0.07635469871003123,-0.08385037471053203,0.15729625538317682,-0.07961680140197605,0.19377457236810608,0.17023927270198635,0.20775622181471284,0.21831802425703092,0.22650476434763187,-0.1552372422311796,-0.155366094247374,-0.08098590894899846,0.10758016482025214,-0.13004317835258353,0.0784048232329635,0.08755925740767279,0.09414275550834066,-0.08135519068541532,0.06989658863811836,-0.19545850994498215,0.1263276350385323
8,-1.0994001690149036,-1.8405198191983758,-1.6183017244862854,2.910173871870202,1.9232249315123429,-0.7412707409861947,-0.17665510580327837,-0.6421363236519138,2.647905325824588,-0.3041070043176617,-1.4939374660245008,-0.7420184506579028,-1.139302984398833,-2.8131874823818044,1.3708410295239741,-0.48573571582259256,3.0496018397960336,-0.04328913510252068,1.6378802698918982,-0.9076798456954708,0.08675065493042994,2.4843894418682515,0.07395964518635254,-0.9597906658475359,-1.4451230868907228,1.5587659172250607,-1.1422469974598386,-0.5306718925082231,1.9665880479580637,-0.34873519456400504,0.7203692723470958,0.1021402309810083,0.892224581552442,1.4239119103524134,-0.42366640079986867,-0.7482140502897147,-0.10764363658820235,0.16361897257575456,2.277192608033658,-1.5468137667266657,-0.7983504956195033,0.6381481157193014,-1.424020221778439,1.0640473156300767,-0.06662568234431437,0.8611776371780769,1.167266448166649,0.0015694250858167547
9,-6.011531065801455,1.8975610563983434,-0.9067665876433929,1.2196372220295173,-2.590816210742271,0.0685253650638454,-0.5233556736918284,0.08281473566422506,0.1798161918800401,0.01838019308676085,0.005340629144448876,-0.47130764148891025,0.6290051350839153,0.03146426638589714,0.7495038850968115,-0.46712111400571343,-0.40940814888270094,-0.4037946179868115,-0.43892413530081653,0.412864070133941,-0.2788266492381238,-0.13871305970512532,-0.062226063222481684,-0.34499742970066605,0.3329719443673413,0.09221380458701346,0.08750246577944117,-0.2927671333685677,-0.18554057139058658,0.7301373694605856,-0.4456099520599052,-0.2612639328400388,-0.26192139202530446,-0.059623586579656024,0.11223463446040777,-0.14822868220391744,0.0738600738120647,0.14791111531978227,0.14156933971297275,0.3144674805318104,-0.14977116290992382,-0.187733173492235,0.037589341166180915,0.2752521177268617,0.40706599610265803,0.1724242715824701,-0.1349304404380972,-0.012290160714393155
