val_recall_macro,scikit_learn_matrix,classification_report,val_f1_macro,val_precision_macro,_step,_timestamp,val_accuracy,_runtime
0.6065502914768313,"{'size': 48273, 'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_f2491e639fe184dd20c2.png', 'sha256': 'f2491e639fe184dd20c2576f23174730bb35c60229ef17e44cfdb04ba43c196b'}","{'_type': 'html-file', 'sha256': 'ecfba228c160b781fb300e4b12caa580e439a4f5fe2a8ce0156a8d623b644e41', 'path': 'media/html/classification_report_0_ecfba228c160b781fb30.html', 'size': 890}",0.6017257260493297,0.6145377418774192,0,1778509396.3621514,0.6082234290147401,0.7348015
