_step,_timestamp,val_f1_macro,scikit_learn_matrix,_runtime,val_accuracy,classification_report,val_recall_macro,val_precision_macro
0,1778510306.210689,0.7851207745882,"{'sha256': '04bb8f1d9f20f0d675df94249ff422533f0539cb58e79c95e9f57a4ebc2d21e4', 'size': 42043, 'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_04bb8f1d9f20f0d675df.png'}",3.1041374,0.7909231962761831,"{'size': 890, '_type': 'html-file', 'sha256': 'ba502bcb1f04efa05a0fddcb7df2a3ceb28e45f66fea748560317f85545db4e5', 'path': 'media/html/classification_report_0_ba502bcb1f04efa05a0f.html'}",0.7904886894055146,0.7941207708872227
