val_recall_macro,_timestamp,val_accuracy,val_f1_macro,_runtime,scikit_learn_matrix,val_precision_macro,_step,classification_report
0.8337199636630519,1778499968.139161,0.8328161365399535,0.8320917530011902,2.0765198,"{'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_dfe3caad32b4df69406a.png', 'sha256': 'dfe3caad32b4df69406a48b883cf5dde3ca5c0a50a507b25025cf7a8287ee34f', 'size': 41687, 'height': 800, 'width': 1000, '_type': 'image-file'}",0.8324147456871624,0,"{'size': 890, '_type': 'html-file', 'sha256': '3342321256317a1b8afdee76e023c3180797c2d2d3f3c909a4c939bb18dc0ee3', 'path': 'media/html/classification_report_0_3342321256317a1b8afd.html'}"
