scikit_learn_matrix,val_accuracy,val_precision_macro,val_f1_macro,val_recall_macro,classification_report,_step,_runtime,_timestamp
"{'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_cb8f0abb65ee45eb30f3.png', 'sha256': 'cb8f0abb65ee45eb30f32681f67d466473f220ae54c3308c485bf6d065fee05c', 'size': 48138}",0.4922420480993018,0.55582933476417,0.4835893372149374,0.4956317640735201,"{'path': 'media/html/classification_report_0_c6995bdf570f4d95af04.html', 'size': 890, '_type': 'html-file', 'sha256': 'c6995bdf570f4d95af04d63338354ae4678e8747db1f77820b04aec625113bb2'}",0,1.2344322,1778508085.309301
