scikit_learn_matrix,val_precision_macro,val_recall_macro,_step,classification_report,_runtime,val_f1_macro,_timestamp,val_accuracy
"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_93048b1fa31e5b15f414.png', 'sha256': '93048b1fa31e5b15f41477153457e269ab8ce8299b7b8c3c920261893370e2e9', 'size': 38013, 'height': 800, 'width': 1000}",0.8905153379840403,0.8904240282837341,0,"{'_type': 'html-file', 'sha256': '0c1cf1aa38d1a04e3546b0060d45f5da40f3a7d9955bec3657bc1b745b98d7e4', 'path': 'media/html/classification_report_0_0c1cf1aa38d1a04e3546.html', 'size': 890}",1.5667189000000001,0.8895177145087343,1778511727.3922899,0.8898370830100854
