classification_report,_runtime,val_recall_macro,scikit_learn_matrix,val_precision_macro,_timestamp,_step,val_f1_macro,val_accuracy
"{'path': 'media/html/classification_report_0_28d17c6a856e374c760b.html', 'size': 890, '_type': 'html-file', 'sha256': '28d17c6a856e374c760b7e9746f3d323bd59a99c37f78e983db230b8060befd4'}",1.3843279,0.8810608747023319,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_54265660975053bd63ab.png', 'sha256': '54265660975053bd63ab701d2a4d788a7c4c90968eb0312b96bbf28130f72598', 'size': 37222, 'height': 800}",0.8790906068299421,1778512371.5048137,0,0.8795229171893313,0.8775862068965518
