val_accuracy,val_recall_macro,scikit_learn_matrix,classification_report,val_f1_macro,_runtime,val_precision_macro,_step,_timestamp
0.31691233514352213,0.31901425416594487,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_76140b58800ddead2c99.png', 'sha256': '76140b58800ddead2c991ada741878d87ea1086284dcadc9421aa0f062e4410e', 'size': 40657, 'height': 800, 'width': 1000}","{'path': 'media/html/classification_report_0_abbee6f8ccb9931a4ac0.html', 'size': 890, '_type': 'html-file', 'sha256': 'abbee6f8ccb9931a4ac07501fe42ddd09d89b2c8caed10023b75bf1f1d0b1b15'}",0.24949334298409748,0.671004,0.30853061956731176,0,1778509044.922717
