_runtime,_timestamp,val_recall_macro,_step,val_precision_macro,val_accuracy,val_f1_macro,classification_report,scikit_learn_matrix
2.1209855,1778509768.8484085,0.5586172556225935,0,0.5212888518378013,0.5577967416602017,0.5196811077322969,"{'sha256': 'c07711fd3a1385c56b8fae00654c2ee223d5656c8d7b1bd6e560541a4f2701cc', 'path': 'media/html/classification_report_0_c07711fd3a1385c56b8f.html', 'size': 890, '_type': 'html-file'}","{'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_55aa92ff8d775fa8c619.png', 'sha256': '55aa92ff8d775fa8c619f196bf7a6060f11ae66238cbb6fb397e62822106b7dd', 'size': 45657, 'height': 800}"
