scikit_learn_matrix,classification_report,_step,_runtime,_timestamp,val_f1_macro,val_precision_macro,val_accuracy,val_recall_macro
"{'sha256': '284ed110eca13db48c7188d0527085b558e2adf1a034db8342652809611029f8', 'size': 48432, 'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_284ed110eca13db48c71.png'}","{'_type': 'html-file', 'sha256': 'f4356b5e442c5f4c977fe0dece2f146646a43c0cfaa25d9717cde5f32089da7a', 'path': 'media/html/classification_report_0_f4356b5e442c5f4c977f.html', 'size': 890}",0,0.7455245,1778509455.880753,0.5091291271543376,0.5144190416515413,0.5376260667183863,0.5367250028590893
