val_recall_macro,val_precision_macro,_timestamp,scikit_learn_matrix,_step,val_f1_macro,classification_report,_runtime,val_accuracy
0.7904886894055146,0.7941207708872227,1778498158.6811543,"{'sha256': '911b36782ae109bc8c4dc60d73b73f068d404d1a9a22924920802bb72aacf024', 'size': 41991, 'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_911b36782ae109bc8c4d.png'}",0,0.7851207745882,"{'_type': 'html-file', 'sha256': 'ba502bcb1f04efa05a0fddcb7df2a3ceb28e45f66fea748560317f85545db4e5', 'path': 'media/html/classification_report_0_ba502bcb1f04efa05a0f.html', 'size': 890}",1.9540996000000002,0.7909231962761831
