scikit_learn_matrix,_step,val_precision_macro,classification_report,val_accuracy,_runtime,val_recall_macro,_timestamp,val_f1_macro
"{'path': 'media/images/scikit_learn_matrix_0_22e075c5072d0575bf4f.png', 'sha256': '22e075c5072d0575bf4fe47866f6942c1d0f1a83b6eed1a8663bf97d2755aef6', 'size': 36469, 'height': 800, 'width': 1000, '_type': 'image-file', 'format': 'png'}",0,0.898060930192341,"{'size': 890, '_type': 'html-file', 'sha256': 'c1949b2b529a9791006d56c65bda39966a9c53fe1cf27c652c134b9945e188b9', 'path': 'media/html/classification_report_0_c1949b2b529a9791006d.html'}",0.8979829325058185,1.280584,0.8984402405736958,1778499307.8093085,0.8978134630297898
