val_f1_macro,scikit_learn_matrix,_runtime,_timestamp,_step,val_recall_macro,val_precision_macro,classification_report,val_accuracy
0.7258237843097115,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/scikit_learn_matrix_0_b30169a513deaa56c3d5.png', 'sha256': 'b30169a513deaa56c3d56587914a20d6131d3a4ea7792aa2efeb7f93299d6f95', 'size': 44796, 'height': 800, 'width': 1000}",1.3423506,1778499075.1027148,0,0.7242992944588826,0.7413239230937847,"{'path': 'media/html/classification_report_0_f9c4167186f29dfbc5ce.html', 'size': 890, '_type': 'html-file', 'sha256': 'f9c4167186f29dfbc5ce0e53c3d1e041b5644a40a1b0fcfec9c9067a3d927d5f'}",0.7222653219550039
